Classifier,Experiment,Simulations,Preprocessing,Dimensionality,Dataset,rs,aggregation,acc,f1,p_acc,p_f1,test_acc,test_f1,p_test_acc,p_test_f1,test_mean_acc,test_mean_f1,n_models
rfc,mca,16,graph,pca,D100,41,meta,0.6675,0.7827222053309009,0.102,0.05920000000000001,0.703125,0.8141381048387097,0.027625000000000004,0.0155625,0.6912500000000001,0.796705408456486,5
rfc,mca,18,zgraph,fa,D100,41,mean,0.7691666666666667,0.8424761904761905,0.013,0.0148,0.75,0.8484848484848484,0.008,0.008,0.71,0.8200146627565983,5
svc,mca,18,loggraph,fa,D100,41,none,0.6156851851851852,0.7101548208127155,0.1792022222222222,0.21396666666666667,0.7000000000000002,0.823529411764706,0.017999999999999995,0.010999999999999998,0.6699999999999999,0.79188248165751,450
svc,mca,18,loggraph,fa,D100,41,meta,0.6791666666666666,0.8060398860398859,0.056199999999999986,0.0296,0.65,0.7878787878787877,0.054000000000000006,0.026,0.67,0.8021390374331552,5
knn,mca,2,rankgraph,fa,D100,41,none,0.6821666666666667,0.7948278388278388,0.06476,0.047860000000000014,0.6500000000000001,0.7878787878787878,0.06000000000000001,0.027000000000000003,0.6530000000000001,0.7894545454545454,50
knn,mca,2,rankgraph,fa,D100,41,meta,0.6908333333333333,0.8014245014245013,0.055400000000000005,0.0446,0.65,0.7878787878787878,0.06,0.027000000000000003,0.6599999999999999,0.7950089126559716,5
knn,mca,5,zgraph,pca,D100,41,median,0.7316666666666667,0.8107073238652186,0.0526,0.0724,0.75,0.8387096774193549,0.006999999999999999,0.006999999999999999,0.71,0.8061902113459398,5
svc,mca,7,zgraph,fa,D100,41,consensus,0.7308333333333333,0.7587581699346405,0.055200000000000006,0.12240000000000002,0.75,0.8275862068965518,0.005,0.008,0.74,0.7964849321371059,5
ada,mca,10,rankgraph,pca,D100,41,mega,0.7052679231337768,0.7967983281146955,0.0,0.0,0.6863636363636364,0.8140161725067385,0.0,0.0,0.6927272727272726,0.8009185731708952,5
ada,mca,10,rankgraph,fa,D100,41,median,0.6425000000000001,0.7425974025974027,0.1436,0.1002,0.75,0.8387096774193549,0.006,0.011000000000000001,0.66,0.7598029556650246,5
ada,mca,10,loggraph,pca,D100,41,mean,0.7308333333333333,0.8037397842432167,0.0278,0.0278,0.65,0.7878787878787878,0.052000000000000005,0.03,0.67,0.7822537199956555,5
lrc,mca,5,loggraph,fa,D100,41,none,0.5883999999999998,0.6960935596372937,0.17917599999999992,0.16205599999999998,0.55,0.6666666666666667,0.26,0.183,0.5492,0.6390825971078425,125
lrc,mca,5,loggraph,fa,D100,41,meta,0.705,0.8049450549450551,0.0422,0.030200000000000005,0.5700000000000001,0.7194660734149053,0.2192,0.1088,0.6220000000000001,0.7497914469660855,5
svc,mca,18,zgraph,pca,D100,41,mega,0.8216197183098591,0.8624508922785346,0.0,0.0,0.7973684210526316,0.8731466227347612,0.0,0.0,0.7273684210526316,0.7999445613367586,5
knn,mca,14,zgraph,fa,D100,41,consensus,0.6666666666666667,0.7383838383838384,0.1184,0.16340000000000002,0.65,0.7407407407407408,0.07200000000000001,0.059000000000000004,0.6399999999999999,0.7347578347578347,5
rfc,mca,20,rankgraph,fa,D100,41,none,0.6662833333333333,0.7850015433841522,0.061012,0.04250000000000001,0.6995000000000001,0.8122537878787881,0.01843,0.01011,0.7001000000000002,0.8132193059628543,500
rfc,mca,20,rankgraph,fa,D100,41,meta,0.6666666666666666,0.7853439153439152,0.0604,0.042,0.6999999999999998,0.8125000000000002,0.018000000000000002,0.010000000000000002,0.6904999999999999,0.8033853608386423,5
lrc,mca,16,zgraph,pca,D100,41,mega,0.7482179249652618,0.8219471624887971,0.0,0.0,0.8,0.8666666666666666,0.0,0.0,0.7541176470588236,0.8279292285496893,5
knn,mca,14,zgraph,pca,D100,41,consensus,0.7183333333333334,0.7912834224598929,0.0544,0.1098,0.7,0.7999999999999999,0.023,0.019,0.71,0.8026142215630536,5
svc,mca,7,zgraph,fa,D100,41,none,0.6654761904761904,0.7101306417303764,0.13186857142857142,0.20190285714285716,0.75,0.8275862068965518,0.005,0.008,0.6999999999999998,0.7558524631568109,175
svc,mca,7,zgraph,fa,D100,41,meta,0.7691666666666667,0.8305422647527909,0.0508,0.046200000000000005,0.75,0.8275862068965517,0.005,0.008,0.7414285714285714,0.819929627023223,5
ada,mca,20,graph,fa,D100,41,ref,0.6908333333333333,0.7726165063007168,0.0568,0.0566,0.7,0.7857142857142857,0.018000000000000002,0.021,0.64,0.7334091196160162,5
rfc,mca,5,zgraph,fa,D100,41,none,0.7060666666666666,0.8040285256772213,0.06188800000000001,0.049864,0.6999999999999998,0.8125000000000001,0.018000000000000002,0.012000000000000002,0.7307999999999999,0.8306394916911047,125
rfc,mca,5,zgraph,fa,D100,41,meta,0.7308333333333333,0.8173519813519814,0.031000000000000007,0.027000000000000003,0.7,0.8125000000000002,0.018000000000000002,0.012,0.7219999999999999,0.8234995112414467,5
ada,mca,12,loggraph,pca,D100,41,mega,0.7086082474226804,0.7987927688202471,0.0002,0.0,0.6961538461538461,0.8208616780045351,0.0,0.0,0.6546153846153846,0.7834934193404556,5
rfc,mca,10,loggraph,fa,D100,41,mega,0.6789652623798965,0.7827653876312315,0.0028,0.0002,0.6545454545454545,0.7888888888888891,0.0,0.0,0.6690909090909092,0.7902156721163951,5
rfc,mca,12,loggraph,fa,D100,41,median,0.6541666666666667,0.7717644674166413,0.0994,0.07680000000000001,0.7,0.8125000000000001,0.021,0.016,0.71,0.8137650419658206,5
svc,mca,10,zgraph,fa,D100,41,none,0.7052666666666666,0.7448031679019296,0.11642399999999994,0.185284,0.75,0.8275862068965519,0.006,0.012,0.7295999999999998,0.7814835534835535,250
svc,mca,10,zgraph,fa,D100,41,meta,0.7691666666666667,0.8305422647527909,0.0444,0.0464,0.75,0.8275862068965518,0.006,0.012,0.7609999999999999,0.8342791461412151,5
rfc,mca,12,zgraph,fa,D100,41,none,0.718125,0.8082746866659909,0.052420000000000015,0.04845,0.75,0.8484848484848487,0.005000000000000001,0.004,0.7501666666666666,0.8427417318344739,300
rfc,mca,12,zgraph,fa,D100,41,meta,0.7191666666666666,0.806739893211289,0.0558,0.0502,0.75,0.8484848484848483,0.004999999999999999,0.004000000000000001,0.7400000000000001,0.8354227761485827,5
ada,mca,2,rankgraph,fa,D100,41,mean,0.6316666666666666,0.6796839925901711,0.2914,0.2872,0.8,0.8571428571428571,0.0,0.004,0.67,0.7305418719211823,5
rfc,mca,12,loggraph,pca,D100,41,none,0.7185277777777778,0.8195602378298029,0.05217,0.035323333333333345,0.6991666666666669,0.8229352346999403,0.02155,0.010283333333333335,0.6899999999999998,0.8141920150269295,300
rfc,mca,12,loggraph,pca,D100,41,meta,0.7183333333333334,0.8195337995337996,0.0524,0.035400000000000015,0.7000000000000001,0.823529411764706,0.021,0.009999999999999998,0.7174999999999999,0.8279761562494011,5
knn,mca,7,graph,fa,D100,41,none,0.7434047619047619,0.8268706884267522,0.020954285714285717,0.014491428571428568,0.6999999999999998,0.8121428571428573,0.029000000000000005,0.014314285714285715,0.7202857142857141,0.8188267651888343,175
knn,mca,7,graph,fa,D100,41,meta,0.7316666666666667,0.8165422647527909,0.0342,0.0254,0.7000000000000001,0.7999999999999999,0.028999999999999998,0.025,0.7442857142857143,0.8321909642611217,5
svc,mca,16,loggraph,fa,D100,41,mean,0.6533333333333333,0.7625641025641026,0.09300000000000001,0.0834,0.7,0.8235294117647058,0.028999999999999998,0.013999999999999999,0.6699999999999999,0.7958202716823408,5
knn,mca,7,loggraph,fa,D100,41,median,0.7691666666666667,0.8499926739926741,0.007399999999999999,0.0064,0.7,0.8235294117647058,0.028999999999999998,0.011000000000000001,0.71,0.8241755793226382,5
ada,mca,20,rankgraph,fa,D100,41,mega,0.6380752704478819,0.734230630968184,0.0008,0.0,0.7238095238095238,0.8247734138972809,0.0,0.0,0.6828571428571429,0.7737252045889267,5
svc,mca,10,graph,pca,D100,41,consensus,0.77,0.8179889116731223,0.014600000000000004,0.0256,0.75,0.8387096774193549,0.006,0.011000000000000001,0.64,0.7150252710252711,5
lrc,mca,18,graph,fa,D100,41,consensus,0.7058333333333333,0.7534796069457531,0.063,0.1038,0.75,0.8148148148148148,0.008,0.011000000000000001,0.6599999999999999,0.73992673992674,5
knn,mca,2,zgraph,pca,D100,41,mean,0.7441666666666666,0.8147619047619047,0.028800000000000006,0.06020000000000001,0.75,0.8387096774193549,0.005,0.008,0.74,0.8258900836320192,5
rfc,mca,16,zgraph,pca,D100,41,median,0.7308333333333333,0.8270568561872909,0.0356,0.0268,0.7,0.7999999999999999,0.028999999999999998,0.025,0.7300000000000001,0.8178322621843199,5
rfc,mca,12,rankgraph,fa,D100,41,median,0.6425,0.7653872053872053,0.12520000000000006,0.076,0.7,0.8125000000000001,0.021,0.016,0.7100000000000001,0.8159090909090908,5
svc,mca,18,zgraph,fa,D100,41,consensus,0.7683333333333333,0.7989557226399331,0.0186,0.0472,0.75,0.8275862068965518,0.008,0.01,0.76,0.8119835076356816,5
svc,mca,5,rankgraph,pca,D100,41,mega,0.7562172284644195,0.8389182837622735,0.0,0.0,0.65,0.7878787878787878,0.0,0.0,0.6816666666666666,0.8025580466909596,5
knn,mca,10,loggraph,pca,D100,41,none,0.7300333333333333,0.8318996322196321,0.033436,0.016636,0.7000000000000002,0.8002499999999998,0.021,0.02582,0.6903999999999999,0.7954581841777059,250
knn,mca,10,loggraph,pca,D100,41,meta,0.705,0.8054155120242076,0.0464,0.030000000000000006,0.795,0.8627586206896551,0.0006000000000000001,0.005699999999999999,0.743,0.8308759650105592,5
ada,mca,20,zgraph,pca,D100,41,median,0.7066666666666667,0.7819124887317107,0.0578,0.059400000000000015,0.65,0.7586206896551724,0.061,0.045,0.6599999999999999,0.7641070913595941,5
svc,mca,5,graph,fa,D100,41,mega,0.7774172908863921,0.8091657148132396,0.008400000000000001,0.045,0.7833333333333333,0.8470588235294119,0.0,0.0,0.7416666666666666,0.7917754397801717,5
svc,mca,2,loggraph,pca,D100,41,none,0.7694999999999999,0.8281304446887972,0.01494,0.019760000000000003,0.6500000000000001,0.7878787878787878,0.06000000000000001,0.027000000000000003,0.7209999999999999,0.8024723767148684,50
svc,mca,2,loggraph,pca,D100,41,meta,0.7316666666666667,0.8138528138528137,0.0266,0.029800000000000007,0.65,0.7878787878787878,0.06,0.027000000000000003,0.635,0.7765151515151515,5
rfc,mca,18,zgraph,pca,D100,41,median,0.72,0.810144927536232,0.11800000000000001,0.0806,0.75,0.8387096774193549,0.008,0.01,0.6899999999999998,0.7833719644175705,5
lrc,mca,12,graph,fa,D100,41,median,0.7791666666666667,0.8220114185331575,0.0362,0.0528,0.7,0.7692307692307692,0.021,0.028999999999999998,0.6699999999999999,0.7389708906230645,5
ada,mca,16,graph,fa,D100,41,median,0.6658333333333333,0.7593506493506494,0.095,0.0728,0.7,0.7999999999999999,0.028999999999999998,0.025,0.65,0.7536288998357964,5
svc,mca,7,rankgraph,pca,D100,41,median,0.7566666666666666,0.8393019154758286,0.0118,0.0124,0.65,0.7878787878787878,0.06,0.027000000000000003,0.6699999999999999,0.7903461758856644,5
knn,mca,16,loggraph,fa,D100,41,median,0.7441666666666666,0.8390412486064659,0.013800000000000002,0.0096,0.65,0.7878787878787878,0.059000000000000004,0.026000000000000002,0.6799999999999999,0.8036363636363637,5
knn,mca,14,zgraph,pca,D100,41,median,0.7191666666666666,0.8015905147484095,0.06520000000000001,0.08020000000000001,0.7,0.7999999999999999,0.023,0.019,0.7299999999999999,0.8205990783410139,5
knn,mca,5,loggraph,fa,D100,41,mega,0.6526232833957553,0.7571825648006013,0.004,0.0008,0.7083333333333334,0.8148148148148148,0.0,0.0,0.6516666666666667,0.7681007689672523,5
rfc,mca,10,rankgraph,pca,D100,41,median,0.7691666666666667,0.8471810797897753,0.015200000000000003,0.013,0.7,0.8235294117647058,0.021,0.012,0.6900000000000001,0.8123052153412684,5
svc,mca,20,rankgraph,pca,D100,41,consensus,0.7316666666666667,0.8214654910307084,0.0302,0.029600000000000005,0.65,0.7878787878787878,0.061,0.021,0.67,0.7871330819717915,5
ada,mca,20,rankgraph,pca,D100,41,ref,0.6791666666666667,0.7841491841491841,0.0706,0.0474,0.7,0.8235294117647058,0.018000000000000002,0.006999999999999999,0.6799999999999999,0.7954919409365526,5
ada,mca,16,rankgraph,fa,D100,41,median,0.6158333333333333,0.7211688311688311,0.128,0.1172,0.7,0.8125000000000001,0.028999999999999998,0.016,0.7100000000000002,0.7936582633053221,5
knn,mca,5,graph,pca,D100,41,median,0.7566666666666666,0.84314381270903,0.0118,0.0072000000000000015,0.75,0.8387096774193549,0.006999999999999999,0.006999999999999999,0.7300000000000001,0.8282258064516128,5
lrc,mca,12,loggraph,fa,D100,41,mean,0.5408333333333333,0.6515105946684894,0.34279999999999994,0.3034,0.55,0.6666666666666666,0.26899999999999996,0.20800000000000002,0.54,0.6621908410873928,5
lrc,mca,16,rankgraph,pca,D100,41,median,0.7816666666666666,0.8502164502164502,0.0246,0.0172,0.65,0.7741935483870968,0.059000000000000004,0.035,0.6399999999999999,0.7559828380740505,5
knn,mca,12,zgraph,fa,D100,41,consensus,0.6675,0.7391123511328115,0.1022,0.14800000000000002,0.7,0.7857142857142857,0.021,0.027000000000000003,0.67,0.762306148513045,5
knn,mca,14,zgraph,fa,D100,41,median,0.6783333333333333,0.7542661000326903,0.0832,0.11700000000000002,0.7,0.7857142857142857,0.023,0.021,0.7100000000000001,0.7857442072614487,5
lrc,mca,10,loggraph,pca,D100,41,none,0.7561333333333332,0.8154463906802579,0.025012,0.028352,0.551,0.7104838709677419,0.2654400000000001,0.12952000000000002,0.6692,0.7842398469085277,250
lrc,mca,10,loggraph,pca,D100,41,meta,0.755,0.8326839826839827,0.021200000000000004,0.02,0.7,0.8235294117647058,0.021,0.012,0.649,0.7832778448622848,5
svc,mca,20,rankgraph,pca,D100,41,none,0.7190416666666667,0.8095750481402656,0.03739,0.032754000000000005,0.6500000000000001,0.7878787878787876,0.06099999999999998,0.02099999999999999,0.6701999999999999,0.7882144781144782,500
svc,mca,20,rankgraph,pca,D100,41,meta,0.7566666666666666,0.8426776122428297,0.0128,0.0084,0.6500000000000001,0.7878787878787877,0.060999999999999985,0.021000000000000005,0.6300000000000002,0.7727272727272728,5
svc,mca,20,graph,pca,D100,41,mega,0.7872474977252049,0.8342088429250012,0.0,0.0,0.75,0.8387096774193549,0.0,0.0,0.7642857142857143,0.8340678904655563,5
svc,mca,12,zgraph,fa,D100,41,mean,0.7300000000000001,0.7641281233386497,0.056200000000000014,0.1316,0.75,0.8275862068965518,0.005,0.009000000000000001,0.75,0.8074684574684573,5
rfc,mca,10,zgraph,fa,D100,41,mean,0.7433333333333334,0.8266666666666668,0.0914,0.0468,0.75,0.8484848484848484,0.006,0.006999999999999999,0.7200000000000001,0.8271447875337818,5
rfc,mca,18,rankgraph,pca,D100,41,consensus,0.7183333333333334,0.8224294224294224,0.027600000000000003,0.0196,0.7,0.8235294117647058,0.018000000000000002,0.011000000000000001,0.71,0.8184160937102112,5
knn,mca,18,rankgraph,pca,D100,41,none,0.7308333333333332,0.8317275317275317,0.0228,0.0142,0.6500000000000001,0.7878787878787878,0.05400000000000001,0.026000000000000002,0.6601111111111111,0.7924137948108536,450
knn,mca,18,rankgraph,pca,D100,41,meta,0.6908333333333333,0.7854016311682214,0.07520000000000003,0.07139999999999999,0.6527777777777778,0.775627240143369,0.05200000000000001,0.029611111111111112,0.6111111111111112,0.7342037890424987,5
lrc,mca,12,loggraph,fa,D100,41,consensus,0.6008333333333333,0.6933471359558316,0.1784,0.1904,0.65,0.7407407407407408,0.054000000000000006,0.055,0.62,0.7106666666666667,5
knn,mca,10,loggraph,fa,D100,41,consensus,0.6783333333333333,0.7922271062271062,0.0718,0.040400000000000005,0.65,0.7878787878787878,0.052000000000000005,0.03,0.67,0.7999331550802141,5
ada,mca,14,loggraph,fa,D100,41,mega,0.6158968253968254,0.7382262877640899,0.1186,0.0008,0.6366666666666667,0.7655913978494623,0.0,0.0,0.6433333333333333,0.7547109082142083,5
knn,mca,5,zgraph,pca,D100,41,none,0.7433666666666665,0.8208735880104301,0.021152000000000004,0.026160000000000003,0.748,0.8371612903225808,0.007439999999999999,0.007359999999999999,0.7103999999999999,0.8049766724932464,125
knn,mca,5,zgraph,pca,D100,41,meta,0.7433333333333334,0.8210047846889952,0.0208,0.024800000000000003,0.75,0.8387096774193548,0.007000000000000001,0.007000000000000001,0.718,0.8112019704433496,5
svc,mca,14,rankgraph,pca,D100,41,mega,0.7564880952380952,0.8426280658117393,0.0,0.0,0.7,0.8235294117647058,0.0,0.0,0.688,0.8079321469075923,5
knn,mca,18,zgraph,fa,D100,41,consensus,0.6533333333333333,0.7280451574569221,0.1308,0.1568,0.7,0.7857142857142857,0.018000000000000002,0.026000000000000002,0.6900000000000001,0.7796752417442072,5
rfc,mca,10,zgraph,pca,D100,41,consensus,0.7316666666666667,0.8247619047619047,0.0476,0.030400000000000007,0.75,0.8387096774193549,0.006,0.011000000000000001,0.71,0.8049833147942158,5
ada,mca,10,loggraph,pca,D100,41,consensus,0.7433333333333333,0.8087501362100904,0.0226,0.0298,0.7,0.8125000000000001,0.021,0.017,0.6699999999999999,0.7734660734149055,5
svc,mca,14,loggraph,fa,D100,41,mega,0.620547619047619,0.7067772061070005,0.0902,0.1668,0.65,0.7586206896551724,0.0,0.0,0.6420000000000001,0.7463244005188683,5
knn,mca,5,rankgraph,fa,D100,41,mega,0.5606960049937577,0.6436147501721672,0.4454,0.3292,0.6916666666666667,0.8082901554404146,0.0,0.0,0.69,0.7965505278264121,5
lrc,mca,12,zgraph,fa,D100,41,mega,0.801465767909067,0.8408116271925212,0.0,0.0,0.7576923076923077,0.8320000000000001,0.0,0.0,0.7261538461538459,0.7992963092666919,5
lrc,mca,20,graph,pca,D100,41,mean,0.7441666666666666,0.7951545530492898,0.018000000000000002,0.036000000000000004,0.8,0.8571428571428571,0.0,0.003,0.75,0.8193650793650795,5
knn,mca,7,rankgraph,fa,D100,41,mean,0.7041666666666666,0.8108424908424908,0.0324,0.0242,0.65,0.7878787878787878,0.06,0.027000000000000003,0.6699999999999999,0.7980449657869013,5
knn,mca,12,zgraph,pca,D100,41,mega,0.7274656357388316,0.7766144879855378,0.0,0.0,0.7461538461538462,0.7975460122699387,0.0,0.0,0.7038461538461538,0.7724617282601617,5
knn,mca,2,loggraph,pca,D100,41,consensus,0.73,0.8288180354267312,0.0246,0.017,0.7,0.8125000000000001,0.028999999999999998,0.013999999999999999,0.7200000000000001,0.8272727272727274,5
ada,mca,16,rankgraph,pca,D100,41,mean,0.655,0.7448447204968944,0.1038,0.0948,0.65,0.7878787878787878,0.059000000000000004,0.026000000000000002,0.6599999999999999,0.7673928222315318,5
knn,mca,14,graph,fa,D100,41,median,0.6666666666666667,0.752017316017316,0.1208,0.1278,0.75,0.8275862068965518,0.008,0.003,0.72,0.8048604269293925,5
knn,mca,14,loggraph,fa,D100,41,consensus,0.6666666666666666,0.7819796145883102,0.0632,0.048,0.65,0.7878787878787878,0.07200000000000001,0.021,0.66,0.7897727272727273,5
svc,mca,20,rankgraph,pca,D100,41,mega,0.7541583257506825,0.8414618768040316,0.0,0.0,0.7,0.8235294117647058,0.0,0.0,0.6847619047619047,0.8073875339914084,5
knn,mca,18,graph,fa,D100,41,median,0.7041666666666666,0.7710693846916756,0.1062,0.0928,0.7,0.7857142857142857,0.018000000000000002,0.026000000000000002,0.7300000000000001,0.8069824428445118,5
rfc,mca,5,rankgraph,fa,D100,41,mean,0.6916666666666667,0.7980186480186481,0.06000000000000001,0.0408,0.65,0.7878787878787878,0.055999999999999994,0.017,0.7299999999999999,0.8273376623376624,5
ada,mca,5,graph,fa,D100,41,mean,0.6891666666666667,0.7707939809999306,0.1404,0.1116,0.65,0.7586206896551724,0.055999999999999994,0.04,0.74,0.8155701514322204,5
lrc,mca,16,loggraph,fa,D100,41,consensus,0.5658333333333333,0.6696924128503076,0.281,0.263,0.6,0.7142857142857143,0.133,0.13,0.6300000000000001,0.7245014245014245,5
rfc,mca,10,zgraph,fa,D100,41,median,0.7433333333333334,0.8197452326468344,0.0528,0.0532,0.75,0.8484848484848484,0.006,0.006999999999999999,0.75,0.841749250008427,5
knn,mca,18,rankgraph,pca,D100,41,mega,0.6424802322708179,0.744185301828778,0.026,0.0036,0.6526315789473685,0.7762711864406779,0.0,0.0,0.6452631578947368,0.7658358498452912,5
lrc,mca,20,graph,pca,D100,41,consensus,0.7441666666666666,0.7951545530492898,0.018000000000000002,0.036000000000000004,0.8,0.8571428571428571,0.0,0.003,0.76,0.825063085063085,5
ada,mca,2,graph,fa,D100,41,median,0.6799999999999999,0.7808158508158508,0.109,0.06860000000000001,0.8,0.8666666666666666,0.0,0.003,0.7,0.7801685823754789,5
knn,mca,10,zgraph,fa,D100,41,none,0.6927833333333333,0.7622539243559568,0.09954799999999997,0.121048,0.65,0.7407407407407408,0.052000000000000005,0.067,0.6992000000000002,0.7807322919736712,250
knn,mca,10,zgraph,fa,D100,41,meta,0.6808333333333333,0.7619683622241167,0.104,0.12380000000000002,0.7,0.7857142857142857,0.021,0.030000000000000006,0.7090000000000001,0.7932983280160699,5
knn,mca,10,graph,pca,D100,41,consensus,0.6933333333333334,0.7969696969696969,0.0962,0.0508,0.75,0.8387096774193549,0.006,0.011000000000000001,0.74,0.830967741935484,5
rfc,mca,7,rankgraph,fa,D100,41,mega,0.6131477591036415,0.7342235190532512,0.1722,0.0294,0.75,0.8387096774193549,0.0,0.0,0.71875,0.8113588936329265,5
svc,mca,16,rankgraph,pca,D100,41,consensus,0.7441666666666666,0.8300711462450593,0.018400000000000003,0.015,0.65,0.7878787878787878,0.059000000000000004,0.026000000000000002,0.6599999999999999,0.7829531877918974,5
lrc,mca,20,loggraph,pca,D100,41,median,0.7949999999999999,0.8432312665722275,0.0128,0.015400000000000004,0.75,0.8275862068965518,0.004,0.004,0.6899999999999998,0.7856527093596058,5
svc,mca,20,zgraph,pca,D100,41,median,0.7958333333333334,0.8389088663688206,0.0072000000000000015,0.0186,0.8,0.8666666666666666,0.0,0.002,0.6699999999999999,0.7424501424501424,5
lrc,mca,2,rankgraph,fa,D100,41,median,0.6433333333333333,0.7279271708683475,0.1558,0.184,0.7,0.7857142857142857,0.028999999999999998,0.027000000000000003,0.6699999999999999,0.7608939974457216,5
ada,mca,20,graph,pca,D100,41,none,0.6818916666666667,0.7662135893092415,0.155374,0.13788399999999998,0.8004999999999999,0.8669655172413789,0.0,0.0019900000000000004,0.6800000000000002,0.7724067967709791,500
ada,mca,20,graph,pca,D100,41,meta,0.7066666666666667,0.7900884622623752,0.1072,0.0786,0.8000000000000002,0.8666666666666666,0.0,0.0020000000000000005,0.7090000000000002,0.8028285054664364,5
svc,mca,14,rankgraph,pca,D100,41,none,0.7188809523809524,0.8063149024888153,0.050068571428571435,0.04650571428571429,0.6499999999999999,0.7878787878787881,0.07200000000000001,0.02099999999999999,0.6895714285714285,0.7978978882527267,350
svc,mca,14,rankgraph,pca,D100,41,meta,0.7433333333333334,0.8354312354312354,0.0136,0.009200000000000002,0.6500000000000001,0.7878787878787877,0.07199999999999998,0.021,0.6407142857142858,0.7808441558441559,5
rfc,mca,18,graph,pca,D100,41,median,0.6908333333333333,0.7999462855984596,0.0936,0.061,0.75,0.8387096774193549,0.008,0.01,0.72,0.8177994067482388,5
knn,mca,7,loggraph,fa,D100,41,mean,0.705,0.8063678929765887,0.0412,0.0238,0.7,0.8125000000000001,0.028999999999999998,0.013999999999999999,0.71,0.8200146627565983,5
lrc,mca,7,rankgraph,fa,D100,41,mean,0.5775,0.6632213438735177,0.2666,0.268,0.75,0.8148148148148148,0.005,0.011000000000000001,0.6900000000000001,0.7850508750508751,5
ada,mca,12,graph,fa,D100,41,consensus,0.7066666666666667,0.7900884622623752,0.1046,0.07379999999999999,0.65,0.7878787878787878,0.054000000000000006,0.027000000000000003,0.6,0.7285837151354392,5
ada,mca,7,rankgraph,pca,D100,41,mean,0.6525000000000001,0.7784175084175083,0.08520000000000001,0.045,0.7,0.8235294117647058,0.028999999999999998,0.011000000000000001,0.6599999999999999,0.7892171237996666,5
lrc,mca,2,loggraph,pca,D100,41,consensus,0.7975,0.8553788819875775,0.0144,0.0186,0.6,0.7333333333333334,0.129,0.085,0.69,0.7973171368861024,5
rfc,mca,5,loggraph,fa,D100,41,none,0.7402666666666666,0.8319796412283368,0.030832000000000005,0.01684,0.65,0.7878787878787878,0.056000000000000015,0.017,0.7395999999999999,0.8356700879765397,125
rfc,mca,5,loggraph,fa,D100,41,meta,0.7558333333333334,0.8402160737812912,0.0156,0.009000000000000001,0.6699999999999999,0.7980449657869013,0.0462,0.015000000000000003,0.698,0.8098338220918867,5
knn,mca,12,zgraph,fa,D100,41,mean,0.6658333333333333,0.7427843653930609,0.1328,0.1638,0.7,0.7857142857142857,0.021,0.027000000000000003,0.6699999999999999,0.7567260325881016,5
knn,mca,16,zgraph,pca,D100,41,mean,0.705,0.7927701885367789,0.0654,0.07660000000000003,0.75,0.8387096774193549,0.006999999999999999,0.009000000000000001,0.7299999999999999,0.8211902113459401,5
knn,mca,20,graph,pca,D100,41,mega,0.7282289455060156,0.7953767718934704,0.0,0.0,0.7,0.8049535603715171,0.0,0.0,0.7014285714285714,0.8031001116201768,5
ada,mca,5,rankgraph,fa,D100,41,median,0.5758333333333334,0.6919555806512327,0.29779999999999995,0.2152,0.65,0.7741935483870968,0.055999999999999994,0.027000000000000003,0.5700000000000001,0.6704755314650367,5
ada,mca,18,rankgraph,fa,D100,41,none,0.6147592592592592,0.7243618796662274,0.13592,0.12428888888888892,0.7488888888888889,0.8266212572725983,0.008511111111111112,0.010644444444444444,0.6703333333333333,0.7399893846530593,450
ada,mca,18,rankgraph,fa,D100,41,meta,0.6158333333333333,0.7289855072463768,0.13840000000000002,0.12420000000000002,0.7527777777777778,0.8171663727219283,0.007777777777777778,0.010722222222222223,0.6683333333333333,0.7468513286091998,5
lrc,mca,5,zgraph,pca,D100,41,consensus,0.7575,0.8107551487414189,0.0244,0.0362,0.75,0.8275862068965518,0.006999999999999999,0.006999999999999999,0.7300000000000001,0.8030019788640479,5
rfc,mca,20,loggraph,pca,D100,41,ref,0.7183333333333333,0.8207310789049921,0.0658,0.0388,0.7,0.8235294117647058,0.018000000000000002,0.006999999999999999,0.69,0.8141934046345811,5
lrc,mca,5,rankgraph,fa,D100,41,mega,0.5843149188514356,0.6894670047550158,0.13499999999999998,0.0952,0.7,0.7999999999999999,0.0,0.0,0.6516666666666666,0.7443884564688089,5
rfc,mca,5,graph,fa,D100,41,mega,0.7570427590511859,0.8300666889303905,0.0026,0.0006000000000000001,0.7,0.8217821782178218,0.0,0.0,0.7316666666666667,0.832125338504453,5
ada,mca,2,zgraph,fa,D100,41,median,0.6541666666666666,0.7471802034731096,0.116,0.096,0.7,0.7857142857142857,0.028999999999999998,0.027000000000000003,0.72,0.7967118532190834,5
ada,mca,16,rankgraph,fa,D100,41,none,0.5669375,0.6848502070012369,0.26006250000000003,0.198285,0.749375,0.8272413793103449,0.007275000000000002,0.0101875,0.650375,0.7432215226211987,400
ada,mca,16,rankgraph,fa,D100,41,meta,0.5908333333333333,0.7066188197767145,0.2048,0.15819999999999998,0.703125,0.8017241379310345,0.027625000000000004,0.0240625,0.6525000000000001,0.7556190276991168,5
lrc,mca,10,loggraph,fa,D100,41,mega,0.6186123429416112,0.6932993298654067,0.301,0.2388,0.509090909090909,0.619718309859155,0.379,0.135,0.5545454545454545,0.6564095814230747,5
